goal_id,name,stmt,sample_idx,text,latency_s,cond,tactic,kind,rule,lead_tok,kw_valid,flagged,sorry,note
29184,Q_idem,theorem Q_idem (q : ℕ) : (Q q : K[X] ⟶ K[X]) ≫ Q q = Q q,4,unfold Q,0.13,constrained,unfold Q,named,unfold_tac,unfold,True,,False,
29184,Q_idem,theorem Q_idem (q : ℕ) : (Q q : K[X] ⟶ K[X]) ≫ Q q = Q q,5,rw [category.id_comp],0.2,constrained,rw [category.id_comp],named,rw_tac,rw,True,,False,
29184,Q_idem,theorem Q_idem (q : ℕ) : (Q q : K[X] ⟶ K[X]) ≫ Q q = Q q,6,rw [Q_comp_Q],0.2,constrained,rw [Q_comp_Q],named,rw_tac,rw,True,Q_comp_Q,False,
29184,Q_idem,theorem Q_idem (q : ℕ) : (Q q : K[X] ⟶ K[X]) ≫ Q q = Q q,7,dsimp [Q],0.18,constrained,dsimp [Q],named,dsimp_tac,dsimp,True,,False,
6556,card_pow_le,"lemma card_pow_le : ∀ {n}, #(s ^ n) ≤ #s ^ n | 0 => by simp | n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) @[to_additive] theorem mul_univ_of_one_mem [Fintype α] (hs : (1 : α) ∈ s) : s * univ = univ",0,induction n,0.14,constrained,induction n,named,induction_tac,induction,True,,False,
6556,card_pow_le,"lemma card_pow_le : ∀ {n}, #(s ^ n) ≤ #s ^ n | 0 => by simp | n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) @[to_additive] theorem mul_univ_of_one_mem [Fintype α] (hs : (1 : α) ∈ s) : s * univ = univ",1,use Finset.card_eq_card_image_of_injective,0.3,constrained,use Finset.card_eq_card_image_of_injective,named,use_tac,use,True,Finset.card_eq_card_image_of_injective,False,
6556,card_pow_le,"lemma card_pow_le : ∀ {n}, #(s ^ n) ≤ #s ^ n | 0 => by simp | n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) @[to_additive] theorem mul_univ_of_one_mem [Fintype α] (hs : (1 : α) ∈ s) : s * univ = univ",2,rw [pow_succ],0.18,constrained,rw [pow_succ],named,rw_tac,rw,True,,False,
6556,card_pow_le,"lemma card_pow_le : ∀ {n}, #(s ^ n) ≤ #s ^ n | 0 => by simp | n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) @[to_additive] theorem mul_univ_of_one_mem [Fintype α] (hs : (1 : α) ∈ s) : s * univ = univ",3,rw [pow_zero],0.18,constrained,rw [pow_zero],named,rw_tac,rw,True,,False,
6556,card_pow_le,"lemma card_pow_le : ∀ {n}, #(s ^ n) ≤ #s ^ n | 0 => by simp | n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) @[to_additive] theorem mul_univ_of_one_mem [Fintype α] (hs : (1 : α) ∈ s) : s * univ = univ",4,rw [mul_univ_of_one_mem],0.28,constrained,rw [mul_univ_of_one_mem],named,rw_tac,rw,True,,False,
6556,card_pow_le,"lemma card_pow_le : ∀ {n}, #(s ^ n) ≤ #s ^ n | 0 => by simp | n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) @[to_additive] theorem mul_univ_of_one_mem [Fintype α] (hs : (1 : α) ∈ s) : s * univ = univ",5,rw [pow_succ],0.18,constrained,rw [pow_succ],named,rw_tac,rw,True,,False,
6556,card_pow_le,"lemma card_pow_le : ∀ {n}, #(s ^ n) ≤ #s ^ n | 0 => by simp | n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) @[to_additive] theorem mul_univ_of_one_mem [Fintype α] (hs : (1 : α) ∈ s) : s * univ = univ",6,rw [←mul_eq_univ_iff],0.28,constrained,rw [←mul_eq_univ_iff],named,rw_tac,rw,True,mul_eq_univ_iff,False,
6556,card_pow_le,"lemma card_pow_le : ∀ {n}, #(s ^ n) ≤ #s ^ n | 0 => by simp | n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) @[to_additive] theorem mul_univ_of_one_mem [Fintype α] (hs : (1 : α) ∈ s) : s * univ = univ",7,rw [mul_univ_of_one_mem],0.28,constrained,rw [mul_univ_of_one_mem],named,rw_tac,rw,True,,False,
72097,addLECancellable_of_lt_top,lemma addLECancellable_of_lt_top : a < ⊤ → AddLECancellable a,0,use lt_as_le_not_le,0.2,constrained,use lt_as_le_not_le,named,use_tac,use,True,lt_as_le_not_le,False,
72097,addLECancellable_of_lt_top,lemma addLECancellable_of_lt_top : a < ⊤ → AddLECancellable a,1,"intro hlt, simp [add_le_cancel_right]",0.33,constrained,"intro hlt, simp [add_le_cancel_right]",named,intro_tac,intro,True,add_le_cancel_right,False,
72097,addLECancellable_of_lt_top,lemma addLECancellable_of_lt_top : a < ⊤ → AddLECancellable a,2,rw [AddLECancellable.def],0.22,constrained,rw [AddLECancellable.def],named,rw_tac,rw,True,,False,
72097,addLECancellable_of_lt_top,lemma addLECancellable_of_lt_top : a < ⊤ → AddLECancellable a,3,"intro hlt, refine AddLECancellable.mk _, intros b c hab, rw [← hab], apply le_trans hlt, assumption",0.7,constrained,"intro hlt, refine AddLECancellable.mk _, intros b c hab, rw [← hab], apply le_trans hlt, assumption",named,intro_tac,intro,True,,False,
72097,addLECancellable_of_lt_top,lemma addLECancellable_of_lt_top : a < ⊤ → AddLECancellable a,4,use decidable_linear_order_of_Enat.top_ne_bot,0.35,constrained,use decidable_linear_order_of_Enat.top_ne_bot,named,use_tac,use,True,,False,
72097,addLECancellable_of_lt_top,lemma addLECancellable_of_lt_top : a < ⊤ → AddLECancellable a,5,rfl tactic,0.13,constrained,rfl tactic,fallback,generic_tac,rfl,True,,False,
72097,addLECancellable_of_lt_top,lemma addLECancellable_of_lt_top : a < ⊤ → AddLECancellable a,6,cases le_or_lt a top,0.2,constrained,cases le_or_lt a top,named,cases_tac,cases,True,,False,
72097,addLECancellable_of_lt_top,lemma addLECancellable_of_lt_top : a < ⊤ → AddLECancellable a,7,rw [AddLECancellable],0.2,constrained,rw [AddLECancellable],named,rw_tac,rw,True,AddLECancellable,False,
64196,inv_whiskerRight,theorem inv_whiskerRight {G H : C ⥤ D} (α : G ⟶ H) (F : D ⥤ E) [IsIso α] : inv (whiskerRight α F) = whiskerRight (inv α) F,0,rw [inv_whisker_right],0.25,constrained,rw [inv_whisker_right],named,rw_tac,rw,True,inv_whisker_right,False,
64196,inv_whiskerRight,theorem inv_whiskerRight {G H : C ⥤ D} (α : G ⟶ H) (F : D ⥤ E) [IsIso α] : inv (whiskerRight α F) = whiskerRight (inv α) F,1,rw [inv_whiskerRight_assoc],0.28,constrained,rw [inv_whiskerRight_assoc],named,rw_tac,rw,True,inv_whiskerRight_assoc,False,
64196,inv_whiskerRight,theorem inv_whiskerRight {G H : C ⥤ D} (α : G ⟶ H) (F : D ⥤ E) [IsIso α] : inv (whiskerRight α F) = whiskerRight (inv α) F,2,change (inv (whiskerRight α F)) to (whiskerRight (inv α) F) using IsIso.inv_whiskerRight α F,0.86,constrained,change (inv (whiskerRight α F)) to (whiskerRight (inv α) F) using IsIso.inv_whiskerRight α F,named,change_tac,change,True,,False,
64196,inv_whiskerRight,theorem inv_whiskerRight {G H : C ⥤ D} (α : G ⟶ H) (F : D ⥤ E) [IsIso α] : inv (whiskerRight α F) = whiskerRight (inv α) F,3,rw [whiskerRight_inv],0.25,constrained,rw [whiskerRight_inv],named,rw_tac,rw,True,whiskerRight_inv,False,
64196,inv_whiskerRight,theorem inv_whiskerRight {G H : C ⥤ D} (α : G ⟶ H) (F : D ⥤ E) [IsIso α] : inv (whiskerRight α F) = whiskerRight (inv α) F,4,rewrite inv_comp_right,0.16,constrained,rewrite inv_comp_right,fallback,generic_tac,rewrite,False,inv_comp_right,False,
64196,inv_whiskerRight,theorem inv_whiskerRight {G H : C ⥤ D} (α : G ⟶ H) (F : D ⥤ E) [IsIso α] : inv (whiskerRight α F) = whiskerRight (inv α) F,5,rw [inv_whiskerRight],0.25,constrained,rw [inv_whiskerRight],named,rw_tac,rw,True,,False,
64196,inv_whiskerRight,theorem inv_whiskerRight {G H : C ⥤ D} (α : G ⟶ H) (F : D ⥤ E) [IsIso α] : inv (whiskerRight α F) = whiskerRight (inv α) F,6,unfold whiskerRight inv,0.18,constrained,unfold whiskerRight inv,named,unfold_tac,unfold,True,,False,
64196,inv_whiskerRight,theorem inv_whiskerRight {G H : C ⥤ D} (α : G ⟶ H) (F : D ⥤ E) [IsIso α] : inv (whiskerRight α F) = whiskerRight (inv α) F,7,rw [inv_whiskerRight'],0.25,constrained,rw [inv_whiskerRight'],named,rw_tac,rw,True,inv_whiskerRight',False,
58513,isUniversalColimit_extendCofan,"theorem isUniversalColimit_extendCofan {n : ℕ} (f : Fin (n + 1) → C) {c₁ : Cofan fun i : Fin n ↦ f i.succ} {c₂ : BinaryCofan (f 0) c₁.pt} (t₁ : IsUniversalColimit c₁) (t₂ : IsUniversalColimit c₂) [∀ {Z} (i : Z ⟶ c₂.pt), HasPullback c₂.inr i] : IsUniversalColimit (extendCofan c₁ c₂)",0,intros j h; cases h; simp only [extendCofan_coe]; apply t₁; exact h.,0.63,constrained,intros j h; cases h; simp only [extendCofan_coe]; apply t₁; exact h.,named,intro_tac,intros,True,extendCofan_coe,False,
58513,isUniversalColimit_extendCofan,"theorem isUniversalColimit_extendCofan {n : ℕ} (f : Fin (n + 1) → C) {c₁ : Cofan fun i : Fin n ↦ f i.succ} {c₂ : BinaryCofan (f 0) c₁.pt} (t₁ : IsUniversalColimit c₁) (t₂ : IsUniversalColimit c₂) [∀ {Z} (i : Z ⟶ c₂.pt), HasPullback c₂.inr i] : IsUniversalColimit (extendCofan c₁ c₂)",1,rw [IsUniversalColimit.def] at *,0.3,constrained,rw [IsUniversalColimit.def] at *,named,rw_tac,rw,True,,False,
58513,isUniversalColimit_extendCofan,"theorem isUniversalColimit_extendCofan {n : ℕ} (f : Fin (n + 1) → C) {c₁ : Cofan fun i : Fin n ↦ f i.succ} {c₂ : BinaryCofan (f 0) c₁.pt} (t₁ : IsUniversalColimit c₁) (t₂ : IsUniversalColimit c₂) [∀ {Z} (i : Z ⟶ c₂.pt), HasPullback c₂.inr i] : IsUniversalColimit (extendCofan c₁ c₂)",2,unifyGoal,0.13,constrained,unifyGoal,fallback,generic_tac,unifyGoal,False,,False,
58513,isUniversalColimit_extendCofan,"theorem isUniversalColimit_extendCofan {n : ℕ} (f : Fin (n + 1) → C) {c₁ : Cofan fun i : Fin n ↦ f i.succ} {c₂ : BinaryCofan (f 0) c₁.pt} (t₁ : IsUniversalColimit c₁) (t₂ : IsUniversalColimit c₂) [∀ {Z} (i : Z ⟶ c₂.pt), HasPullback c₂.inr i] : IsUniversalColimit (extendCofan c₁ c₂)",3,rw [isUniversalColimit.def],0.25,constrained,rw [isUniversalColimit.def],named,rw_tac,rw,True,,False,
58513,isUniversalColimit_extendCofan,"theorem isUniversalColimit_extendCofan {n : ℕ} (f : Fin (n + 1) → C) {c₁ : Cofan fun i : Fin n ↦ f i.succ} {c₂ : BinaryCofan (f 0) c₁.pt} (t₁ : IsUniversalColimit c₁) (t₂ : IsUniversalColimit c₂) [∀ {Z} (i : Z ⟶ c₂.pt), HasPullback c₂.inr i] : IsUniversalColimit (extendCofan c₁ c₂)",4,"induction t₁, t₂; intros Z hZ; apply exists_unique.intro; intros i hi; specialize (hZ i hi); induction hZ as ⟨_, _, _, h⟩; simp; unfold extendCofan; exact h; constructor; intros j hj; specialize (hj j hj);",1.57,constrained,"induction t₁, t₂; intros Z hZ; apply exists_unique.intro; intros i hi; specialize (hZ i hi); induction hZ as ⟨_, _, _, h⟩; simp; unfold extendCofan; exact h; constructor; intros j hj; specialize (hj j hj);",named,induction_tac,induction,True,as,False,
58513,isUniversalColimit_extendCofan,"theorem isUniversalColimit_extendCofan {n : ℕ} (f : Fin (n + 1) → C) {c₁ : Cofan fun i : Fin n ↦ f i.succ} {c₂ : BinaryCofan (f 0) c₁.pt} (t₁ : IsUniversalColimit c₁) (t₂ : IsUniversalColimit c₂) [∀ {Z} (i : Z ⟶ c₂.pt), HasPullback c₂.inr i] : IsUniversalColimit (extendCofan c₁ c₂)",5,"unfold IsUniversalColimit extendCofan; unfold BinaryCofan; refine ⟨_, _⟩; intros; apply t₁; apply t₂; apply hasPullback_of_extendCofan; exact h; sorry",1.16,constrained,"unfold IsUniversalColimit extendCofan; unfold BinaryCofan; refine ⟨_, _⟩; intros; apply t₁; apply t₂; apply hasPullback_of_extendCofan; exact h; sorry",named,unfold_tac,unfold,True,hasPullback_of_extendCofan,True,
58513,isUniversalColimit_extendCofan,"theorem isUniversalColimit_extendCofan {n : ℕ} (f : Fin (n + 1) → C) {c₁ : Cofan fun i : Fin n ↦ f i.succ} {c₂ : BinaryCofan (f 0) c₁.pt} (t₁ : IsUniversalColimit c₁) (t₂ : IsUniversalColimit c₂) [∀ {Z} (i : Z ⟶ c₂.pt), HasPullback c₂.inr i] : IsUniversalColimit (extendCofan c₁ c₂)",6,"induction t₁, t₂",0.22,constrained,"induction t₁, t₂",named,induction_tac,induction,True,,False,
58513,isUniversalColimit_extendCofan,"theorem isUniversalColimit_extendCofan {n : ℕ} (f : Fin (n + 1) → C) {c₁ : Cofan fun i : Fin n ↦ f i.succ} {c₂ : BinaryCofan (f 0) c₁.pt} (t₁ : IsUniversalColimit c₁) (t₂ : IsUniversalColimit c₂) [∀ {Z} (i : Z ⟶ c₂.pt), HasPullback c₂.inr i] : IsUniversalColimit (extendCofan c₁ c₂)",7,have h₁ := t₁.is_colimit,0.27,constrained,have h₁ := t₁.is_colimit,named,have_tac,have,True,is_colimit,False,
36579,iteratedDeriv_succ',theorem iteratedDeriv_succ' : iteratedDeriv (n + 1) f = iteratedDeriv n (deriv f),0,"induction n with | zero => simp | succ n ih => rw [iteratedDeriv_succ] at ih; simp [ih, deriv_comp]",0.8,constrained,"induction n with | zero => simp | succ n ih => rw [iteratedDeriv_succ] at ih; simp [ih, deriv_comp]",named,induction_tac,induction,True,,False,
36579,iteratedDeriv_succ',theorem iteratedDeriv_succ' : iteratedDeriv (n + 1) f = iteratedDeriv n (deriv f),1,induction n,0.13,constrained,induction n,named,induction_tac,induction,True,,False,
36579,iteratedDeriv_succ',theorem iteratedDeriv_succ' : iteratedDeriv (n + 1) f = iteratedDeriv n (deriv f),2,rewrite iteratedDeriv_succ; simp; unfold deriv; apply funext; intros x; induction n with [zero | succ] <;> simp *; ring.,0.9,constrained,rewrite iteratedDeriv_succ; simp; unfold deriv; apply funext; intros x; induction n with [zero | succ] <;> simp *; ring.,fallback,generic_tac,rewrite,False,,False,
36579,iteratedDeriv_succ',theorem iteratedDeriv_succ' : iteratedDeriv (n + 1) f = iteratedDeriv n (deriv f),3,"induction n with k hk, simp [*]",0.3,constrained,"induction n with k hk, simp [*]",named,induction_tac,induction,True,hk,False,
36579,iteratedDeriv_succ',theorem iteratedDeriv_succ' : iteratedDeriv (n + 1) f = iteratedDeriv n (deriv f),4,rw [iteratedDeriv.succ],0.25,constrained,rw [iteratedDeriv.succ],named,rw_tac,rw,True,,False,
36579,iteratedDeriv_succ',theorem iteratedDeriv_succ' : iteratedDeriv (n + 1) f = iteratedDeriv n (deriv f),5,"induction n; simp only [iteratedDeriv_zero, deriv_add]",0.42,constrained,"induction n; simp only [iteratedDeriv_zero, deriv_add]",named,induction_tac,induction,True,,False,
36579,iteratedDeriv_succ',theorem iteratedDeriv_succ' : iteratedDeriv (n + 1) f = iteratedDeriv n (deriv f),6,rw [iteratedDeriv],0.2,constrained,rw [iteratedDeriv],named,rw_tac,rw,True,,False,
36579,iteratedDeriv_succ',theorem iteratedDeriv_succ' : iteratedDeriv (n + 1) f = iteratedDeriv n (deriv f),7,"induction n with | zero => simp [iteratedDeriv_zero] | succ n ih => simp [iteratedDeriv_succ, ih, deriv_add']",0.83,constrained,"induction n with | zero => simp [iteratedDeriv_zero] | succ n ih => simp [iteratedDeriv_succ, ih, deriv_add']",named,induction_tac,induction,True,deriv_add',False,
26868,X_eq_iff,lemma X_eq_iff {P Q : Fin 3 → F} (hPz : P z ≠ 0) (hQz : Q z ≠ 0) : P x * Q z ^ 2 = Q x * P z ^ 2 ↔ P x / P z ^ 2 = Q x / Q z ^ 2,0,rw [←eq_div_cancel_right] at hPz hQz; rw [←eq_mul_cancel_left]; ring homothety; linarith,0.81,constrained,rw [←eq_div_cancel_right] at hPz hQz; rw [←eq_mul_cancel_left]; ring homothety; linarith,named,rw_tac,rw,True,eq_div_cancel_right;eq_mul_cancel_left,False,
26868,X_eq_iff,lemma X_eq_iff {P Q : Fin 3 → F} (hPz : P z ≠ 0) (hQz : Q z ≠ 0) : P x * Q z ^ 2 = Q x * P z ^ 2 ↔ P x / P z ^ 2 = Q x / Q z ^ 2,1,simplify [(H)⟩] at *,0.28,constrained,simplify [(H)⟩] at *,named,simp_tac,simplify,False,,False,
26868,X_eq_iff,lemma X_eq_iff {P Q : Fin 3 → F} (hPz : P z ≠ 0) (hQz : Q z ≠ 0) : P x * Q z ^ 2 = Q x * P z ^ 2 ↔ P x / P z ^ 2 = Q x / Q z ^ 2,2,rw [←div_mul_cancel hPz],0.31,constrained,rw [←div_mul_cancel hPz],named,rw_tac,rw,True,,False,
26868,X_eq_iff,lemma X_eq_iff {P Q : Fin 3 → F} (hPz : P z ≠ 0) (hQz : Q z ≠ 0) : P x * Q z ^ 2 = Q x * P z ^ 2 ↔ P x / P z ^ 2 = Q x / Q z ^ 2,3,"simplify [hPz, hQz]",0.32,constrained,"simplify [hPz, hQz]",named,simp_tac,simplify,False,,False,
26868,X_eq_iff,lemma X_eq_iff {P Q : Fin 3 → F} (hPz : P z ≠ 0) (hQz : Q z ≠ 0) : P x * Q z ^ 2 = Q x * P z ^ 2 ↔ P x / P z ^ 2 = Q x / Q z ^ 2,4,"rw [←eq_div_cancel hPz, ←eq_div_cancel hQz]",0.49,constrained,"rw [←eq_div_cancel hPz, ←eq_div_cancel hQz]",named,rw_tac,rw,True,eq_div_cancel,False,
26868,X_eq_iff,lemma X_eq_iff {P Q : Fin 3 → F} (hPz : P z ≠ 0) (hQz : Q z ≠ 0) : P x * Q z ^ 2 = Q x * P z ^ 2 ↔ P x / P z ^ 2 = Q x / Q z ^ 2,5,ring homomorphism from `Fin 3 → F` to `F`,0.44,constrained,ring homomorphism from `Fin 3 → F` to `F`,fallback,generic_tac,ring,True,Fin,False,
26868,X_eq_iff,lemma X_eq_iff {P Q : Fin 3 → F} (hPz : P z ≠ 0) (hQz : Q z ≠ 0) : P x * Q z ^ 2 = Q x * P z ^ 2 ↔ P x / P z ^ 2 = Q x / Q z ^ 2,6,rw [div_mul_cancel hPz],0.26,constrained,rw [div_mul_cancel hPz],named,rw_tac,rw,True,,False,
26868,X_eq_iff,lemma X_eq_iff {P Q : Fin 3 → F} (hPz : P z ≠ 0) (hQz : Q z ≠ 0) : P x * Q z ^ 2 = Q x * P z ^ 2 ↔ P x / P z ^ 2 = Q x / Q z ^ 2,7,rewrite pow_mul_distrib_left,0.2,constrained,rewrite pow_mul_distrib_left,fallback,generic_tac,rewrite,False,pow_mul_distrib_left,False,
142964,extended_le_one_of_le_one,theorem extended_le_one_of_le_one (hI : I ≤ 1) : extended L hf I ≤ 1,0,rw [extended_def],0.18,constrained,rw [extended_def],named,rw_tac,rw,True,extended_def,False,
142964,extended_le_one_of_le_one,theorem extended_le_one_of_le_one (hI : I ≤ 1) : extended L hf I ≤ 1,1,unfold extended at *,0.16,constrained,unfold extended at *,named,unfold_tac,unfold,True,,False,
142964,extended_le_one_of_le_one,theorem extended_le_one_of_le_one (hI : I ≤ 1) : extended L hf I ≤ 1,2,apply le_trans hI (hf I),0.27,constrained,apply le_trans hI (hf I),named,apply_tac,apply,True,,False,
142964,extended_le_one_of_le_one,theorem extended_le_one_of_le_one (hI : I ≤ 1) : extended L hf I ≤ 1,3,apply hf; assumption,0.15,constrained,apply hf; assumption,named,apply_tac,apply,True,,False,
142964,extended_le_one_of_le_one,theorem extended_le_one_of_le_one (hI : I ≤ 1) : extended L hf I ≤ 1,4,"have hI' := hI ▸ le_trans hf.extended_le I.extended_le, specialize hI' I.extended_le, rw [← hI'], exact le_antisymm hI' hf.extended_le",1.19,constrained,"have hI' := hI ▸ le_trans hf.extended_le I.extended_le, specialize hI' I.extended_le, rw [← hI'], exact le_antisymm hI' hf.extended_le",named,have_tac,have,True,I.extended_le;hI';hf.extended_le,False,
142964,extended_le_one_of_le_one,theorem extended_le_one_of_le_one (hI : I ≤ 1) : extended L hf I ≤ 1,5,unfold extended; apply hf; assumption,0.23,constrained,unfold extended; apply hf; assumption,named,unfold_tac,unfold,True,,False,
142964,extended_le_one_of_le_one,theorem extended_le_one_of_le_one (hI : I ≤ 1) : extended L hf I ≤ 1,6,rw [extended_def],0.18,constrained,rw [extended_def],named,rw_tac,rw,True,extended_def,False,
142964,extended_le_one_of_le_one,theorem extended_le_one_of_le_one (hI : I ≤ 1) : extended L hf I ≤ 1,7,rw [extended_le_one_of_le_one] at hI ⊢,0.4,constrained,rw [extended_le_one_of_le_one] at hI ⊢,named,rw_tac,rw,True,,False,
22790,succ_signVariations_X_sub_C_mul_monomial,lemma succ_signVariations_X_sub_C_mul_monomial {d c} (hc : c ≠ 0) (hη : 0 < η) : (monomial d c).signVariations + 1 ≤ ((X - C η) * monomial d c).signVariations,0,rw [mul_add_distrib],0.23,constrained,rw [mul_add_distrib],named,rw_tac,rw,True,mul_add_distrib,False,
22790,succ_signVariations_X_sub_C_mul_monomial,lemma succ_signVariations_X_sub_C_mul_monomial {d c} (hc : c ≠ 0) (hη : 0 < η) : (monomial d c).signVariations + 1 ≤ ((X - C η) * monomial d c).signVariations,1,refine sign_variation_multiplication_le_of_nonzero _ _ hc hη,0.42,constrained,refine sign_variation_multiplication_le_of_nonzero _ _ hc hη,named,refine_tac,refine,True,sign_variation_multiplication_le_of_nonzero,False,
22790,succ_signVariations_X_sub_C_mul_monomial,lemma succ_signVariations_X_sub_C_mul_monomial {d c} (hc : c ≠ 0) (hη : 0 < η) : (monomial d c).signVariations + 1 ≤ ((X - C η) * monomial d c).signVariations,2,cases (le_or_gt (degree_of_monomial d c) 0),0.45,constrained,cases (le_or_gt (degree_of_monomial d c) 0),named,cases_tac,cases,True,degree_of_monomial,False,
22790,succ_signVariations_X_sub_C_mul_monomial,lemma succ_signVariations_X_sub_C_mul_monomial {d c} (hc : c ≠ 0) (hη : 0 < η) : (monomial d c).signVariations + 1 ≤ ((X - C η) * monomial d c).signVariations,3,rw [mul_distrib],0.21,constrained,rw [mul_distrib],named,rw_tac,rw,True,mul_distrib,False,
22790,succ_signVariations_X_sub_C_mul_monomial,lemma succ_signVariations_X_sub_C_mul_monomial {d c} (hc : c ≠ 0) (hη : 0 < η) : (monomial d c).signVariations + 1 ≤ ((X - C η) * monomial d c).signVariations,4,"rewrite mul_distrib_left; unfold signVariations; unfold monomial; simp [hc, hη]; apply le_trans; apply signVariations_add_one_le_signVariations_of_nonzero_coefficient; apply mul_pos_of_pos_right; assumption; assumption; assumption; done; done; done; done; done",1.58,constrained,"rewrite mul_distrib_left; unfold signVariations; unfold monomial; simp [hc, hη]; apply le_trans; apply signVariations_add_one_le_signVariations_of_nonzero_coefficient; apply mul_pos_of_pos_right; assumption; assumption; assumption; done; done; done; done; done",fallback,generic_tac,rewrite,False,done;mul_distrib_left;mul_pos_of_pos_right;signVariations_add_one_le_signVariations_of_nonzero_coefficient,False,
22790,succ_signVariations_X_sub_C_mul_monomial,lemma succ_signVariations_X_sub_C_mul_monomial {d c} (hc : c ≠ 0) (hη : 0 < η) : (monomial d c).signVariations + 1 ≤ ((X - C η) * monomial d c).signVariations,5,rw [mul_distrib_left],0.22,constrained,rw [mul_distrib_left],named,rw_tac,rw,True,mul_distrib_left,False,
22790,succ_signVariations_X_sub_C_mul_monomial,lemma succ_signVariations_X_sub_C_mul_monomial {d c} (hc : c ≠ 0) (hη : 0 < η) : (monomial d c).signVariations + 1 ≤ ((X - C η) * monomial d c).signVariations,6,rw [mul_distrib],0.2,constrained,rw [mul_distrib],named,rw_tac,rw,True,mul_distrib,False,
22790,succ_signVariations_X_sub_C_mul_monomial,lemma succ_signVariations_X_sub_C_mul_monomial {d c} (hc : c ≠ 0) (hη : 0 < η) : (monomial d c).signVariations + 1 ≤ ((X - C η) * monomial d c).signVariations,7,rw [mul_signVariations],0.23,constrained,rw [mul_signVariations],named,rw_tac,rw,True,mul_signVariations,False,
