goal_id,name,stmt,sample_idx,text,latency_s,cond,tactic,kind,rule,lead_tok,kw_valid,flagged,sorry,note
29184,Q_idem,theorem Q_idem (q : ℕ) : (Q q : K[X] ⟶ K[X]) ≫ Q q = Q q,2,night_crowe944077414715067804549700997061096322204049197083143804881359,1.75,constrained,night_crowe944077414715067804549700997061096322204049197083143804881359,fallback,generic_tac,night_crowe944077414715067804549700997061096322204049197083143804881359,False,,False,
29184,Q_idem,theorem Q_idem (q : ℕ) : (Q q : K[X] ⟶ K[X]) ≫ Q q = Q q,3,unitypedal2378869899934630797699941351157868092237089823201980617613816,1.75,constrained,unitypedal2378869899934630797699941351157868092237089823201980617613816,fallback,generic_tac,unitypedal2378869899934630797699941351157868092237089823201980617613816,False,,False,
29184,Q_idem,theorem Q_idem (q : ℕ) : (Q q : K[X] ⟶ K[X]) ≫ Q q = Q q,4,"|\n\nThe problem is to prove that `(Q q : K[X] ⟶ K[X]) ≫ Q q => Q q`. This is a statement about the behavior of the function `Q q` under a specific ordering (the one given by `≫`), and it claims that `Q",1.74,constrained,"|\n\nThe problem is to prove that `(Q q : K[X] ⟶ K[X]) ≫ Q q => Q q`. This is a statement about the behavior of the function `Q q` under a specific ordering (the one given by `≫`), and it claims that `Q",named,case_arm_tac,<punct>,True,This;about;behavior;claims;given;it;nThe;ordering;problem;prove;specific;that,False,
29184,Q_idem,theorem Q_idem (q : ℕ) : (Q q : K[X] ⟶ K[X]) ≫ Q q = Q q,5,unitypeder8921331248497495733860070917264932150397291309442346245805672,1.75,constrained,unitypeder8921331248497495733860070917264932150397291309442346245805672,fallback,generic_tac,unitypeder8921331248497495733860070917264932150397291309442346245805672,False,,False,
29184,Q_idem,theorem Q_idem (q : ℕ) : (Q q : K[X] ⟶ K[X]) ≫ Q q = Q q,6,"houses to the left. The next houses are 2 and 3, and the total number of houses is 11. There are no houses to the right of the last house. The problem is to find the number of ways to arrange the houses on the two sides of the street, given that the total number",1.71,constrained,"houses to the left. The next houses are 2 and 3, and the total number of houses is 11. There are no houses to the right of the last house. The problem is to find the number of ways to arrange the houses on the two sides of the street, given that the total number",fallback,generic_tac,houses,False,The;There;are;arrange;given;houses;no;number;problem;street;that;ways,False,
29184,Q_idem,theorem Q_idem (q : ℕ) : (Q q : K[X] ⟶ K[X]) ≫ Q q = Q q,7,_owned by (A : ℕ) : K[X] → K[X] → K[X] := by sorry```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean,1.7,constrained,_owned by (A : ℕ) : K[X] → K[X] → K[X] := by sorry```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean```lean,fallback,generic_tac,_owned,False,lean,True,
6556,card_pow_le,"lemma card_pow_le : ∀ {n}, #(s ^ n) ≤ #s ^ n | 0 => by simp | n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) @[to_additive] theorem mul_univ_of_one_mem [Fintype α] (hs : (1 : α) ∈ s) : s * univ = univ",0,also no `;` or `:=` or `?` or `.` or `:=` in the output. The tactic must be one of `intro` or `obtain` or `apply` or `exact` or `simp` or `aesop` or `rw` or `have` or,1.72,constrained,also no `;` or `:=` or `?` or `.` or `:=` in the output. The tactic must be one of `intro` or `obtain` or `apply` or `exact` or `simp` or `aesop` or `rw` or `have` or,fallback,generic_tac,also,False,The;be;must;no,False,
6556,card_pow_le,"lemma card_pow_le : ∀ {n}, #(s ^ n) ≤ #s ^ n | 0 => by simp | n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) @[to_additive] theorem mul_univ_of_one_mem [Fintype α] (hs : (1 : α) ∈ s) : s * univ = univ",1,have h : s * univ = univ := by sorry```,0.42,constrained,have h : s * univ = univ := by sorry,named,have_tac,have,True,,True,
6556,card_pow_le,"lemma card_pow_le : ∀ {n}, #(s ^ n) ≤ #s ^ n | 0 => by simp | n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) @[to_additive] theorem mul_univ_of_one_mem [Fintype α] (hs : (1 : α) ∈ s) : s * univ = univ",2,"| n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) @[to_additive] theorem mul_univ_of_one_mem [Fintype α] (hs : (1 : α) ∈ s) : s * un",1.71,constrained,"| n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) @[to_additive] theorem mul_univ_of_one_mem [Fintype α] (hs : (1 : α) ∈ s) : s * un",named,case_arm_tac,<punct>,True,Fintype;theorem;to_additive;un,False,
6556,card_pow_le,"lemma card_pow_le : ∀ {n}, #(s ^ n) ≤ #s ^ n | 0 => by simp | n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) @[to_additive] theorem mul_univ_of_one_mem [Fintype α] (hs : (1 : α) ∈ s) : s * univ = univ",3,xxq77719581431039402991621460202123116465246876538342186990358021,1.75,constrained,xxq77719581431039402991621460202123116465246876538342186990358021,fallback,generic_tac,xxq77719581431039402991621460202123116465246876538342186990358021,False,,False,
6556,card_pow_le,"lemma card_pow_le : ∀ {n}, #(s ^ n) ≤ #s ^ n | 0 => by simp | n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) @[to_additive] theorem mul_univ_of_one_mem [Fintype α] (hs : (1 : α) ∈ s) : s * univ = univ",4,"| n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) | 0 => by simp [Nat.zero_le] | n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by",1.71,constrained,"| n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) | 0 => by simp [Nat.zero_le] | n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by",named,case_arm_tac,<punct>,True,,False,
6556,card_pow_le,"lemma card_pow_le : ∀ {n}, #(s ^ n) ≤ #s ^ n | 0 => by simp | n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) @[to_additive] theorem mul_univ_of_one_mem [Fintype α] (hs : (1 : α) ∈ s) : s * univ = univ",5,"| 1, 0 =>  by simp [Nat.succ_pos] <;> aesop | 0, 1 => by simp [Nat.succ_pos] <;> aesop | n, m => by simp [Nat.succ_pos] <;> aesop```lean4```lean",1.71,constrained,"| 1, 0 =>  by simp [Nat.succ_pos] <;> aesop | 0, 1 => by simp [Nat.succ_pos] <;> aesop | n, m => by simp [Nat.succ_pos] <;> aesop```lean4```lean",named,case_arm_tac,<punct>,True,lean;lean4,False,
6556,card_pow_le,"lemma card_pow_le : ∀ {n}, #(s ^ n) ≤ #s ^ n | 0 => by simp | n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) @[to_additive] theorem mul_univ_of_one_mem [Fintype α] (hs : (1 : α) ∈ s) : s * univ = univ",6,"theorem card_pow_le : ∀ {n}, #(s ^ n) ≤ #s ^ n | 0 => by simp | n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) @[to_additive] theorem mul_un",1.7,constrained,"theorem card_pow_le : ∀ {n}, #(s ^ n) ≤ #s ^ n | 0 => by simp | n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) @[to_additive] theorem mul_un",fallback,generic_tac,theorem,False,mul_un;theorem;to_additive,False,
6556,card_pow_le,"lemma card_pow_le : ∀ {n}, #(s ^ n) ≤ #s ^ n | 0 => by simp | n + 1 => by rw [pow_succ, pow_succ]; refine card_mul_le.trans (by gcongr; exact card_pow_le) @[to_additive] theorem mul_univ_of_one_mem [Fintype α] (hs : (1 : α) ∈ s) : s * univ = univ",7,"| n => by simp [Nat.succ_eq_add_one, pow_add, pow_one, mul_assoc, mul_comm, mul_left_comm] at * <;> simp_all [Nat.mul_add, Nat.add_mul, Nat.mul_one, Nat.mul_zero, Nat.add_assoc, Nat.add_comm, Nat.add_left",1.7,constrained,"| n => by simp [Nat.succ_eq_add_one, pow_add, pow_one, mul_assoc, mul_comm, mul_left_comm] at * <;> simp_all [Nat.mul_add, Nat.add_mul, Nat.mul_one, Nat.mul_zero, Nat.add_assoc, Nat.add_comm, Nat.add_left",named,case_arm_tac,<punct>,True,,False,
72097,addLECancellable_of_lt_top,lemma addLECancellable_of_lt_top : a < ⊤ → AddLECancellable a,0,"_owned by the same person. The `a < ⊤` is a hypothesis, and we need to prove that `a` is an `AddLECancellable` element. However, `AddLECancellable a` is defined as `∀ b c, b + a = c + a → b = c`, and",1.7,constrained,"_owned by the same person. The `a < ⊤` is a hypothesis, and we need to prove that `a` is an `AddLECancellable` element. However, `AddLECancellable a` is defined as `∀ b c, b + a = c + a → b = c`, and",fallback,generic_tac,_owned,False,AddLECancellable;However;The;an;as;defined;hypothesis;need;prove;same;that;we,False,
72097,addLECancellable_of_lt_top,lemma addLECancellable_of_lt_top : a < ⊤ → AddLECancellable a,1,"xx < ⊤ → AddLECancellable a := by sorry` is incorrect because the statement is `a < ⊤ → AddLECancellable a`, and `a` is a fixed element of the type `α` with a `Top` instance. The correct translation of the theorem statement is `a < ⊤",1.69,constrained,"xx < ⊤ → AddLECancellable a := by sorry` is incorrect because the statement is `a < ⊤ → AddLECancellable a`, and `a` is a fixed element of the type `α` with a `Top` instance. The correct translation of the theorem statement is `a < ⊤",fallback,generic_tac,xx,False,AddLECancellable;The;because;correct;element;fixed;incorrect;theorem;translation,True,
72097,addLECancellable_of_lt_top,lemma addLECancellable_of_lt_top : a < ⊤ → AddLECancellable a,2,"Infinity is not a real number, and `⊤` is not a real number. The expression `a < ⊤` is not a meaningful statement in Lean unless `a` is of a type where `⊤` is defined (e.g., in a lattice or similar structure). However, in the given",1.71,constrained,"Infinity is not a real number, and `⊤` is not a real number. The expression `a < ⊤` is not a meaningful statement in Lean unless `a` is of a type where `⊤` is defined (e.g., in a lattice or similar structure). However, in the given",fallback,generic_tac,Infinity,False,However;Lean;The;defined;expression;given;meaningful;number;unless;where,False,
72097,addLECancellable_of_lt_top,lemma addLECancellable_of_lt_top : a < ⊤ → AddLECancellable a,3,"| 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, ",1.84,constrained,"| 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17,",parse_fail,"No terminal matches '0' in the current parser context, at line 1 col 3",<punct>,True,,False,
72097,addLECancellable_of_lt_top,lemma addLECancellable_of_lt_top : a < ⊤ → AddLECancellable a,4,old and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and,1.75,constrained,old and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and new and,fallback,generic_tac,old,False,,False,
72097,addLECancellable_of_lt_top,lemma addLECancellable_of_lt_top : a < ⊤ → AddLECancellable a,5,"agonize in the following way: (1) the `have h : a < ⊤` is given, and (2) we need to prove that `AddLECancellable a`, i.e., `a + a ≤ a` implies `a ≤ 0`. However, the statement is not generally true as",1.74,constrained,"agonize in the following way: (1) the `have h : a < ⊤` is given, and (2) we need to prove that `AddLECancellable a`, i.e., `a + a ≤ a` implies `a ≤ 0`. However, the statement is not generally true as",fallback,generic_tac,agonize,False,AddLECancellable;However;as;following;generally;given;need;prove;that;way;we,False,
72097,addLECancellable_of_lt_top,lemma addLECancellable_of_lt_top : a < ⊤ → AddLECancellable a,6,| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |,1.87,constrained,| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |,parse_fail,"No terminal matches '|' in the current parser context, at line 1 col 3",<punct>,True,,False,
72097,addLECancellable_of_lt_top,lemma addLECancellable_of_lt_top : a < ⊤ → AddLECancellable a,7,agonized12234567890123456789012345678901234567890123456789012345678901,1.79,constrained,agonized12234567890123456789012345678901234567890123456789012345678901,fallback,generic_tac,agonized12234567890123456789012345678901234567890123456789012345678901,False,,False,
64196,inv_whiskerRight,theorem inv_whiskerRight {G H : C ⥤ D} (α : G ⟶ H) (F : D ⥤ E) [IsIso α] : inv (whiskerRight α F) = whiskerRight (inv α) F,0,"_owned = (by simp_all [IsIsomorphism, isUnit_iff_isUnit_of_isUnit_iff, isUnit_iff_isUnit_of_isUnit_iff, isUnit_iff_isUnit_of_isUnit_iff, isUnit_iff_isUnit_of_isUnit_iff, isUnit_iff_isUnit_of_isUnit_iff, isUnit",1.71,constrained,"_owned = (by simp_all [IsIsomorphism, isUnit_iff_isUnit_of_isUnit_iff, isUnit_iff_isUnit_of_isUnit_iff, isUnit_iff_isUnit_of_isUnit_iff, isUnit_iff_isUnit_of_isUnit_iff, isUnit_iff_isUnit_of_isUnit_iff, isUnit",fallback,generic_tac,_owned,False,IsIsomorphism;isUnit_iff_isUnit_of_isUnit_iff,False,
64196,inv_whiskerRight,theorem inv_whiskerRight {G H : C ⥤ D} (α : G ⟶ H) (F : D ⥤ E) [IsIso α] : inv (whiskerRight α F) = whiskerRight (inv α) F,1,"aciones between the given categories. The `whiskerRight` construction seems to be a way of extending an isomorphism `α` between `G` and `H` to a new object `whiskerRight α F`. The `inv` function in the statement is presumably the inverse of some construction,",1.72,constrained,"aciones between the given categories. The `whiskerRight` construction seems to be a way of extending an isomorphism `α` between `G` and `H` to a new object `whiskerRight α F`. The `inv` function in the statement is presumably the inverse of some construction,",fallback,generic_tac,aciones,False,The;an;be;construction;extending;given;isomorphism;object;presumably;seems;way,False,
64196,inv_whiskerRight,theorem inv_whiskerRight {G H : C ⥤ D} (α : G ⟶ H) (F : D ⥤ E) [IsIso α] : inv (whiskerRight α F) = whiskerRight (inv α) F,2,agonized by the thought that they might have misunderstood the problem. The user's question is not to prove the theorem but to provide the first step of the proof in Lean. The theorem statement is about the relationship between the inverse of a whiskered morphism and the whisker of the inverse. The first step is to,1.72,constrained,agonized by the thought that they might have misunderstood the problem. The user's question is not to prove the theorem but to provide the first step of the proof in Lean. The theorem statement is about the relationship between the inverse of a whiskered morphism and the whisker of the inverse. The first step is to,fallback,generic_tac,agonized,False,The;about;but;might;misunderstood;morphism;prove;provide;question;relationship;that;theorem;they;thought;user's;whiskered,False,
64196,inv_whiskerRight,theorem inv_whiskerRight {G H : C ⥤ D} (α : G ⟶ H) (F : D ⥤ E) [IsIso α] : inv (whiskerRight α F) = whiskerRight (inv α) F,3,ained a Lean 4 theorem. The theorem is about the behavior of the `whiskerRight` function when applied to an inverse of a natural transformation `α`. The theorem states that the inverse of `whiskerRight α F` is equal to `whiskerRight (inv α) F`. Here,1.71,constrained,ained a Lean 4 theorem. The theorem is about the behavior of the `whiskerRight` function when applied to an inverse of a natural transformation `α`. The theorem states that the inverse of `whiskerRight α F` is equal to `whiskerRight (inv α) F`. Here,fallback,generic_tac,ained,False,Here;Lean;The;about;an;applied;behavior;states;that;theorem;transformation;when,False,
64196,inv_whiskerRight,theorem inv_whiskerRight {G H : C ⥤ D} (α : G ⟶ H) (F : D ⥤ E) [IsIso α] : inv (whiskerRight α F) = whiskerRight (inv α) F,4,"_owned by `IsIso α` and `IsIso β` respectively, and the goal is to prove that `inv (whiskerRight α F) = whiskerRight (inv α) F`. The statement is true by the properties of the `whiskerRight` and `inv` operations, as",1.71,constrained,"_owned by `IsIso α` and `IsIso β` respectively, and the goal is to prove that `inv (whiskerRight α F) = whiskerRight (inv α) F`. The statement is true by the properties of the `whiskerRight` and `inv` operations, as",fallback,generic_tac,_owned,False,IsIso;The;as;goal;operations;properties;prove;respectively;that,False,
64196,inv_whiskerRight,theorem inv_whiskerRight {G H : C ⥤ D} (α : G ⟶ H) (F : D ⥤ E) [IsIso α] : inv (whiskerRight α F) = whiskerRight (inv α) F,5,agon132827499072755782173937198683429122442875283534013726053574211,1.76,constrained,agon132827499072755782173937198683429122442875283534013726053574211,fallback,generic_tac,agon132827499072755782173937198683429122442875283534013726053574211,False,,False,
64196,inv_whiskerRight,theorem inv_whiskerRight {G H : C ⥤ D} (α : G ⟶ H) (F : D ⥤ E) [IsIso α] : inv (whiskerRight α F) = whiskerRight (inv α) F,6,_owned / 1000000000000000000000000000000000000000000000000000000000000,1.72,constrained,_owned / 1000000000000000000000000000000000000000000000000000000000000,fallback,generic_tac,_owned,False,,False,
64196,inv_whiskerRight,theorem inv_whiskerRight {G H : C ⥤ D} (α : G ⟶ H) (F : D ⥤ E) [IsIso α] : inv (whiskerRight α F) = whiskerRight (inv α) F,7,"agonize and prove, and the goal is to find a proof sketch.",0.46,constrained,"agonize and prove, and the goal is to find a proof sketch.",fallback,generic_tac,agonize,False,goal;prove,False,
58513,isUniversalColimit_extendCofan,"theorem isUniversalColimit_extendCofan {n : ℕ} (f : Fin (n + 1) → C) {c₁ : Cofan fun i : Fin n ↦ f i.succ} {c₂ : BinaryCofan (f 0) c₁.pt} (t₁ : IsUniversalColimit c₁) (t₂ : IsUniversalColimit c₂) [∀ {Z} (i : Z ⟶ c₂.pt), HasPullback c₂.inr i] : IsUniversalColimit (extendCofan c₁ c₂)",0,"agonizing about what to do next. The statement is a bit abstract, but we can try to understand it step by step. The theorem is about the universal colimit of an extended cofan, under certain conditions. The hypotheses are somewhat unusual, especially the last one, which seems to impose a strong condition on the",1.78,constrained,"agonizing about what to do next. The statement is a bit abstract, but we can try to understand it step by step. The theorem is about the universal colimit of an extended cofan, under certain conditions. The hypotheses are somewhat unusual, especially the last one, which seems to impose a strong condition on the",fallback,generic_tac,agonizing,False,The;about;abstract;an;are;but;can;certain;especially;hypotheses;impose;it;seems;somewhat;strong;theorem;understand;universal;unusual;we;which,False,
58513,isUniversalColimit_extendCofan,"theorem isUniversalColimit_extendCofan {n : ℕ} (f : Fin (n + 1) → C) {c₁ : Cofan fun i : Fin n ↦ f i.succ} {c₂ : BinaryCofan (f 0) c₁.pt} (t₁ : IsUniversalColimit c₁) (t₂ : IsUniversalColimit c₂) [∀ {Z} (i : Z ⟶ c₂.pt), HasPullback c₂.inr i] : IsUniversalColimit (extendCofan c₁ c₂)",1,"Only the first `have` statement is shown here, which is a reasonable first step in the proof. The actual proof would continue with further `have` statements, but we are only required to output one tactic here. The `sorry` indicates that the proof is incomplete. The `have` statement is `have h",1.74,constrained,"Only the first `have` statement is shown here, which is a reasonable first step in the proof. The actual proof would continue with further `have` statements, but we are only required to output one tactic here. The `sorry` indicates that the proof is incomplete. The `have` statement is `have h",fallback,generic_tac,Only,False,The;actual;are;but;continue;further;here;indicates;output;reasonable;required;shown;statements;that;we;which;would,True,
58513,isUniversalColimit_extendCofan,"theorem isUniversalColimit_extendCofan {n : ℕ} (f : Fin (n + 1) → C) {c₁ : Cofan fun i : Fin n ↦ f i.succ} {c₂ : BinaryCofan (f 0) c₁.pt} (t₁ : IsUniversalColimit c₁) (t₂ : IsUniversalColimit c₂) [∀ {Z} (i : Z ⟶ c₂.pt), HasPullback c₂.inr i] : IsUniversalColimit (extendCofan c₁ c₂)",2,"aciones is not a valid tactic. A valid tactic is `simp` with the appropriate arguments. The correct Lean 4 tactic to use here is `simp` with the `isUniversalColimit` property and the given assumptions. The actual proof might require more steps, but the first step is to use `simp`",1.73,constrained,"aciones is not a valid tactic. A valid tactic is `simp` with the appropriate arguments. The correct Lean 4 tactic to use here is `simp` with the `isUniversalColimit` property and the given assumptions. The actual proof might require more steps, but the first step is to use `simp`",fallback,generic_tac,aciones,False,Lean;The;actual;appropriate;but;correct;given;here;isUniversalColimit;might;more;require;steps,False,
58513,isUniversalColimit_extendCofan,"theorem isUniversalColimit_extendCofan {n : ℕ} (f : Fin (n + 1) → C) {c₁ : Cofan fun i : Fin n ↦ f i.succ} {c₂ : BinaryCofan (f 0) c₁.pt} (t₁ : IsUniversalColimit c₁) (t₂ : IsUniversalColimit c₂) [∀ {Z} (i : Z ⟶ c₂.pt), HasPullback c₂.inr i] : IsUniversalColimit (extendCofan c₁ c₂)",3,"aciones for `IsUniversalColimit (extendCofan c₁ c₂)` by using the given universal colimit properties of `c₁` and `c₂`. We will use the fact that `extendCofan c₁ c₂` is a universal colimit to construct the necessary proof. However,",1.71,constrained,"aciones for `IsUniversalColimit (extendCofan c₁ c₂)` by using the given universal colimit properties of `c₁` and `c₂`. We will use the fact that `extendCofan c₁ c₂` is a universal colimit to construct the necessary proof. However,",fallback,generic_tac,aciones,False,However;We;construct;fact;given;necessary;properties;that;universal;will,False,
58513,isUniversalColimit_extendCofan,"theorem isUniversalColimit_extendCofan {n : ℕ} (f : Fin (n + 1) → C) {c₁ : Cofan fun i : Fin n ↦ f i.succ} {c₂ : BinaryCofan (f 0) c₁.pt} (t₁ : IsUniversalColimit c₁) (t₂ : IsUniversalColimit c₂) [∀ {Z} (i : Z ⟶ c₂.pt), HasPullback c₂.inr i] : IsUniversalColimit (extendCofan c₁ c₂)",4,"_goals1 = [IsUniversalColimit (extendCofan c₁ c₂)]` and `_goals2 = []`, then `tactic` is `sorry`.",0.98,constrained,"_goals1 = [IsUniversalColimit (extendCofan c₁ c₂)]` and `_goals2 = []`, then `tactic` is `sorry`.",fallback,generic_tac,_goals1,False,_goals2,True,
58513,isUniversalColimit_extendCofan,"theorem isUniversalColimit_extendCofan {n : ℕ} (f : Fin (n + 1) → C) {c₁ : Cofan fun i : Fin n ↦ f i.succ} {c₂ : BinaryCofan (f 0) c₁.pt} (t₁ : IsUniversalColimit c₁) (t₂ : IsUniversalColimit c₂) [∀ {Z} (i : Z ⟶ c₂.pt), HasPullback c₂.inr i] : IsUniversalColimit (extendCofan c₁ c₂)",5,agonist20082417410684925370229435090810131141635013939108974250078210,1.76,constrained,agonist20082417410684925370229435090810131141635013939108974250078210,fallback,generic_tac,agonist20082417410684925370229435090810131141635013939108974250078210,False,,False,
